id,image_url,page_url,Title,Actors,Production,Director,Release_date,Genre,Awards,Critic_Score,Runtime
371750,https://m.media-amazon.com/images/M/MV5BMTQwNDYzNDg5Ml5BMl5BanBnXkFtZTcwNTIzNDI5OQ@@._V1_SX300.jpg,https://www.imdb.com/title/tt2552774/,Sa.TX,"Louie Arnette, Michael Cantu, Travis Carlisle, Erika Castillo",N/A,Tyler Remmert,20 Jul 2013,Drama,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A
371751,N/A,https://www.imdb.com/title/tt2552828/,Mr Big,"Thomas Hellberg, Dominik Henzel, Johan Rheborg",N/A,Ralf Karlsson,05 Sep 1987,Drama,N/A,[],N/A
371752,https://m.media-amazon.com/images/M/MV5BMTQzNjAyMDg5MF5BMl5BanBnXkFtZTcwNDE4Mjg5OA@@._V1_SX300.jpg,https://www.imdb.com/title/tt2552874/,Blinders: The Truth Behind the Tradition,"Holly Cheever, Andrew Lang, Ingrid Newkirk",N/A,Donny Moss,08 May 2008,Documentary,N/A,[],50 min
371753,https://m.media-amazon.com/images/M/MV5BMTY1MjE3ODU2Nl5BMl5BanBnXkFtZTcwNDcyMjA1OQ@@._V1_SX300.jpg,https://www.imdb.com/title/tt2552902/,The Sheriffs,"Christina L. Garcia, John McCormick, Hannah Griffith, Kristina Plisko",N/A,John McCormick,N/A,"Comedy, Drama",N/A,[],N/A
371754,N/A,https://www.imdb.com/title/tt2552916/,Çember,"Fatos Angin, Yusuf Azuz, Fatma Belgen, Bülent Bilgiç",N/A,Avni Kütükoglu,N/A,Crime,N/A,"[{'Source': 'Internet Movie Database', 'Value': '1.6/10'}]",N/A
371755,https://m.media-amazon.com/images/M/MV5BMTcxMjhlMTYtZjhlNy00ODg5LThjZTMtYWFhOWUxNTc2MDA2XkEyXkFqcGdeQXVyNTE4NDk0NQ@@._V1_SX300.jpg,https://www.imdb.com/title/tt2552956/,Hob rak ma hom pa,"Janjira Jujang, Winai Kraibutr, Sombat Metanee, Anne Thongprasom",N/A,Bhandit Rittakol,09 Feb 1994,Comedy,N/A,[],N/A
371756,https://m.media-amazon.com/images/M/MV5BYzQ2Y2YxZTQtYjUzMC00MjhjLTgzODQtNzZjY2EyMjAzYTgwXkEyXkFqcGdeQXVyMzc4MzE1MzU@._V1_SX300.jpg,https://www.imdb.com/title/tt2553010/,Slaughterhouse,"Fabíola Antico, Vinicius Catarin, Daisy Cris, Bruno Diego",N/A,Carlos Junior,31 Oct 2014,"Horror, Mystery, Thriller",N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",72 min
371757,https://m.media-amazon.com/images/M/MV5BMjA3MDQ2MTQ0NV5BMl5BanBnXkFtZTgwODEwNzkwMTE@._V1_SX300.jpg,https://www.imdb.com/title/tt2553134/,Double Booked,"Neil Webb, Ali Webb, Cody Sparshu, John Webb",N/A,Neil Webb,22 Oct 2015,"Drama, Horror, Thriller",1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",102 min
371758,N/A,https://www.imdb.com/title/tt2553136/,Back from Where I Once Came,"Manos Krystalis, Liz Fuller, Romane Simon",N/A,Michael J. Smith,22 Mar 2013,"Action, Drama",N/A,[],90 min
371759,N/A,https://www.imdb.com/title/tt2553144/,One,"Paul Dewdney, Ben Lane Hodson, Dee Hodson, Brian George Hutton",N/A,Brian George Hutton,N/A,Drama,N/A,[],N/A
371760,N/A,https://www.imdb.com/title/tt2553160/,The M Word,N/A,N/A,Lalita Krishna,01 Dec 2007,Documentary,N/A,[],N/A
371761,https://m.media-amazon.com/images/M/MV5BMTg4NDE4OTExMF5BMl5BanBnXkFtZTgwMzM2NzA2MDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2553298/,The Admin Effect,"Cody Depuy, Robbie Doyon, Kenyon Fraser, Caleb Meservey",N/A,Chris Jones,N/A,"Action, Adventure, Sci-Fi",N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]",82 min
371762,https://ia.media-imdb.com/images/M/MV5BYTIxMWY2MmMtNDZjZC00MjI2LTk5Y2EtMmEzMTA3ZjVhOWVlXkEyXkFqcGdeQXVyNDA5ODU0NDg@._V1_SX300.jpg,https://www.imdb.com/title/tt2553376/,Tokumei Sentai Go-Busters vs. Kaizoku Sentai Gokaiger: The Movie,"Katsuhiro Suzuki, Ryôma Baba, Arisa Komiya, Hiroya Matsumoto",N/A,Takayuki Shibasaki,19 Jan 2013,Action,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",60 min
371763,https://m.media-amazon.com/images/M/MV5BNzJhMDRiZmEtMDY4NS00NmM5LThmYTctYzc2ZjVhMzkxYjI0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,https://www.imdb.com/title/tt2553424/,The Infinite Man,"Josh McConville, Hannah Marshall, Alex Dimitriades",Hedone Productions,Hugh Sullivan,14 Mar 2015,"Comedy, Fantasy, Sci-Fi",2 wins & 5 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",85 min
371764,https://m.media-amazon.com/images/M/MV5BOTY1ZTJmYTgtMjJjNC00YmJkLTkzMzUtNzNjYmFjMzJkN2JlXkEyXkFqcGdeQXVyNjgwMTM2Njk@._V1_SX300.jpg,https://www.imdb.com/title/tt2553428/,The Legend of Zelda: The Sage of Darkness,"Dan Hogan, Natalie Feldbusch, Michael Gabriel, Connor Osborn",N/A,Josh Dixon,19 Sep 2008,Fantasy,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",137 min
371765,https://m.media-amazon.com/images/M/MV5BMjA2MDQ2NDQyOV5BMl5BanBnXkFtZTgwNjQ1MDU2MjE@._V1_SX300.jpg,https://www.imdb.com/title/tt2553444/,After School Massacre,"Danika Gould, Lindsay Lamb, Mindy Robinson, Simone Wasserman",Frolic Pictures,Jared Masters,10 Jan 2014,"Comedy, Horror",1 win & 2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '3.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}]",73 min
371766,N/A,https://www.imdb.com/title/tt2553582/,Everything Will Be Okay,"Patrick O'Brien, Timothy Saccenti",N/A,Patrick O'Brien,N/A,"Documentary, Biography, Comedy, Drama",N/A,[],1 h 40 min
371767,N/A,https://www.imdb.com/title/tt2553624/,Good Cop Bad Cop,"Walter Baziak, Ron Blackstone, Steve Russell",N/A,N/A,01 May 1991,N/A,N/A,[],89 min
371768,N/A,https://www.imdb.com/title/tt2553644/,Milutin Milankovic: Putnik kroz Vasionu i vekove,Dusan Pocek,N/A,Dusan Vulekovic,18 Nov 2007,Biography,N/A,[],90 min
371769,N/A,https://www.imdb.com/title/tt2553678/,The Green Goo,"Jacob Boelter, Randall Coleman, Quincy Drews, Kirstaleen Hernandez",N/A,"Randall Coleman, Max Hey",29 Dec 2011,Comedy,N/A,[],N/A
371770,https://m.media-amazon.com/images/M/MV5BMTU4NjUzMzY1M15BMl5BanBnXkFtZTcwODQwMjEyOQ@@._V1_SX300.jpg,https://www.imdb.com/title/tt2553800/,¡Cuatro!,"Billie Joe Armstrong, Mike Dirnt, Tre Cool, Jason White",N/A,Tim Wheeler,28 Nov 2012,Documentary,3 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",75 min
371771,https://m.media-amazon.com/images/M/MV5BMjUxNjk2MDEwNF5BMl5BanBnXkFtZTcwNDE0OTU4OA@@._V1_SX300.jpg,https://www.imdb.com/title/tt2553894/,Motion Picture Martyr,"Terence Krey, Gary Desbein, Caitlin McGee, Christina Jacquelyn Calph",N/A,Jacob Cohen,22 May 2014,Thriller,N/A,[],90 min
371772,https://m.media-amazon.com/images/M/MV5BMjAzMjg4MDU1OF5BMl5BanBnXkFtZTcwNjg4MDU0OQ@@._V1_SX300.jpg,https://www.imdb.com/title/tt2553908/,"Cinco de Mayo, La Batalla","Christian Vazquez, Kuno Becker, Liz Gallardo, William Miller",Lionsgate,Rafa Lara,03 May 2013,"Drama, History, War",3 wins & 1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",125 min
371773,https://m.media-amazon.com/images/M/MV5BMTAyNTU3OTI4NjleQTJeQWpwZ15BbWU3MDcyODM2OTk@._V1_SX300.jpg,https://www.imdb.com/title/tt2553928/,Better Half,"Jaimie Fauth, Grant Landry, Avie Weber, Matt Orduna",N/A,Michelle Clay,21 Aug 2015,Drama,8 wins & 6 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",110 min
371774,N/A,https://www.imdb.com/title/tt2553982/,Le prolongement de moi,"Lorene Devienne, Frédéric Gorny, Marie-France, Sandie Masson",N/A,Steve Catieau,07 Nov 2012,Drama,N/A,[],56 min
371775,N/A,https://www.imdb.com/title/tt2553994/,The Road to Beverley,N/A,N/A,George Cameron Romero,N/A,Documentary,N/A,[],N/A
371776,https://m.media-amazon.com/images/M/MV5BMjI5MzQ2OTE4Nl5BMl5BanBnXkFtZTgwODM2NzA2MDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2554002/,Denise Austin: Body Makeover Mix,Denise Austin,N/A,N/A,01 Dec 2009,N/A,N/A,[],47 min
371777,https://m.media-amazon.com/images/M/MV5BODkwOTQ4NTM1N15BMl5BanBnXkFtZTgwNDM2NzA2MDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2554004/,Denise Austin: Burn Fat Fast Cardio Blast,"Katherine Akra, Denise Austin, Luba Feldman, Bianka Gonzalez",N/A,N/A,01 Dec 2007,N/A,N/A,[],52 min
371778,https://m.media-amazon.com/images/M/MV5BMTQ5MjEwNTYyMF5BMl5BanBnXkFtZTgwNTM2NzA2MDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2554006/,Denise Austin: Hit the Spot - Core Complete,Denise Austin,N/A,N/A,01 Sep 2006,N/A,N/A,[],72 min
371779,https://m.media-amazon.com/images/M/MV5BMjMxMjYxMDEyNV5BMl5BanBnXkFtZTgwOTM2NzA2MDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2554016/,Denise Austin: Hit the Spot - 10 Five Minute Target Toners,Denise Austin,N/A,N/A,01 Sep 2007,N/A,N/A,[],66 min
371780,https://m.media-amazon.com/images/M/MV5BMTM4Njk4OTcyNV5BMl5BanBnXkFtZTgwMDQ2NzA2MDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2554018/,Denise Austin: 3 Week Boot Camp,Denise Austin,N/A,N/A,01 Dec 2009,N/A,N/A,[],50 min
371781,https://m.media-amazon.com/images/M/MV5BMjA1NDM2NjE2OV5BMl5BanBnXkFtZTgwMzQ2NzA2MDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2554020/,Denise Austin: Boot Camp Total Body Blast,"Denise Austin, Carrie Jo Hubrich",N/A,N/A,01 Dec 2006,N/A,N/A,[],53 min
371782,https://m.media-amazon.com/images/M/MV5BMTQyMTM1NTA1M15BMl5BanBnXkFtZTgwMjQ2NzA2MDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2554022/,Denise Austin: Mat Workout Based on the Workout of J.H. Pilates,"Denise Austin, Kristin Condon, Sandy Mooney, Arlene Nelson-Dragon",N/A,N/A,01 Mar 2001,N/A,N/A,[],53 min
371783,https://m.media-amazon.com/images/M/MV5BOTQ0NTM0MTIzNV5BMl5BanBnXkFtZTgwMTQ2NzA2MDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2554024/,Rubbadubbers: Here Come the Rubbadubbers,N/A,N/A,N/A,01 Dec 2005,N/A,N/A,[],46 min
371784,https://m.media-amazon.com/images/M/MV5BOGZlOWJjYjEtOTgyOS00ZjJiLThlYWUtMzY4MWYwMTFkM2MzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,https://www.imdb.com/title/tt2554042/,Maazii,"Sumit Nijhawan, Mona Wasu, Mohammed Zeeshan Ayyub, Ashok Banthia",N/A,Jaideep Chopra,27 Sep 2013,Thriller,1 win.,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",123 min
371785,https://m.media-amazon.com/images/M/MV5BMWRjNTA0YTEtYzRhOS00NDM5LTg4MTUtMzk2YTY5MTMxMjYyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_SX300.jpg,https://www.imdb.com/title/tt2554070/,Hell in a Bottle,"Chiyoko Ogura, Jun Numaoka, Eimei Esumi, Hitomi Kobayashi",N/A,Yoshihiro Kawasaki,26 Jul 1986,Drama,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",71 min
371786,N/A,https://www.imdb.com/title/tt2554088/,Parimad naabrid,"Ester Kuntu, Martins Puris, Janis Rizhovs, Katrina Veismane",N/A,Linda Olte,N/A,Documentary,N/A,[],47 min
371787,N/A,https://www.imdb.com/title/tt2554090/,Shirobara gakuin: Waisetsu na hôkago,"Kaori Asô, Rikako Minami, Sadami Sakamoto",N/A,Takeshi Kitamura,31 Oct 1986,N/A,N/A,[],1 h 9 min
371788,N/A,https://www.imdb.com/title/tt2554128/,Documentarian,N/A,N/A,"Inese Klava, Ivars Zviedris",31 Oct 2012,Documentary,1 win.,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",82 min
371789,N/A,https://www.imdb.com/title/tt2554188/,Cycle,"Ferdelle Lauren Capistrano, Herbert Herrera, Jhezelle Herrera, Christopher Hoeppler",N/A,Ferdelle Lauren Capistrano,N/A,N/A,N/A,[],N/A
371790,N/A,https://www.imdb.com/title/tt2554192/,Annamaura,"Francesco Benigno, Mario Donatone, Mario Opinato",N/A,Salvo Grasso,10 Oct 2012,Action,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",118 min
371791,https://m.media-amazon.com/images/M/MV5BMzEyNTIzODI5NF5BMl5BanBnXkFtZTgwMzI1MTAzMjE@._V1_SX300.jpg,https://www.imdb.com/title/tt2554270/,The Tower,"Kyung-gu Sol, Ye-jin Son, Sang-kyung Kim, In-kwon Kim",CJ Entertainment,Ji-hoon Kim,11 Jan 2013,"Action, Drama",1 win & 1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}]",121 min
371792,https://m.media-amazon.com/images/M/MV5BZmNkYzk3YjItOTMwYy00ZWViLWIxMTUtZDJiZmY0ZWExYjVmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.imdb.com/title/tt2554274/,Crimson Peak,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam","Legendary Pictures, DDY",Guillermo del Toro,16 Oct 2015,"Horror, Thriller",6 wins & 41 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",119 min
371793,N/A,https://www.imdb.com/title/tt2554280/,Party wa sentô kara hajimaru,"Hidenori Tokuyama, Takamasa Suga, Hassei Takano, Hisanori Satô",N/A,Keita Matsuda,01 Dec 2012,Comedy,N/A,[],76 min
371794,N/A,https://www.imdb.com/title/tt2554282/,Ten no shizuku: Tatsumi Yoshiko Inochi no sûpu,"Mitsuko Kusabue, Shôsuke Tanihara",N/A,Atsunori Kawamura,03 Nov 2012,"Documentary, Drama",1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",113 min
371795,N/A,https://www.imdb.com/title/tt2554330/,Gendai hentai wakazuma,"Yuki Takemoto, Natsuki Kobayashi, Hajime Ishigami",N/A,Sakae Nitta,15 May 1990,N/A,N/A,[],59 min
371796,N/A,https://www.imdb.com/title/tt2554340/,Shiro wa kuro ni somaru,"Tetsuya Hashizume, Hironobu Eguchi, Kyôko Kirishima",N/A,Akio Watanabe,15 May 1990,N/A,1 win.,[],59 min
371797,N/A,https://www.imdb.com/title/tt2554354/,Kon'na watashi ja nalatta ni,N/A,N/A,N/A,N/A,N/A,N/A,[],N/A
371798,N/A,https://www.imdb.com/title/tt2554454/,Evolve,N/A,N/A,John Clisham,N/A,"Action, Sci-Fi",N/A,[],N/A
371799,N/A,https://www.imdb.com/title/tt2554636/,Traffick-King,N/A,N/A,N/A,N/A,"Crime, Drama",N/A,[],N/A
371800,N/A,https://www.imdb.com/title/tt2554646/,Dummy Jim,"Marie Denarnaud, Samuel Dore, Nille Hannes, Jan van Os",N/A,Matt Hulse,28 Jan 2013,"Documentary, Biography",2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",90 min
371801,https://m.media-amazon.com/images/M/MV5BMTUzMzE2MjM1OF5BMl5BanBnXkFtZTgwNDI2NDQwMDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2554648/,Spark: A Burning Man Story,"Harley K. Dubois, Marian Goodell, Larry Harvey, John Law",Spark Pictures,"Steve Brown, Jessie Deeter",16 Aug 2013,"Documentary, Action, Biography, Drama",1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",90 min
371802,N/A,https://www.imdb.com/title/tt2554654/,In the Steppes of Ghenghis,N/A,N/A,Mike Majoros,N/A,"Documentary, Biography, Family",N/A,[],59 min
371803,https://m.media-amazon.com/images/M/MV5BNTY2M2YxODAtNjc1Yi00Mzc2LWFkODUtZDBlMWYxMjg5YTMzXkEyXkFqcGdeQXVyMjQ5ODcwNDQ@._V1_SX300.jpg,https://www.imdb.com/title/tt2554700/,Plastic,"Ildiko Preszly, Annika Strauss, Katy Karrenbauer, Gabriela Wirbel",N/A,Marcel Walz,17 Nov 2012,Thriller,N/A,"[{'Source': 'Internet Movie Database', 'Value': '2.5/10'}]",78 min
371804,https://m.media-amazon.com/images/M/MV5BMTgxNjk4ODk5MF5BMl5BanBnXkFtZTgwNjc2NDU4MDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2554714/,Haunting of the Innocent,"Judd Nelson, Jessica Morris, Autumn Federici, Mariah Bonner",Marquis Productions,Matt Hish,01 Feb 2014,"Horror, Thriller",1 win.,"[{'Source': 'Internet Movie Database', 'Value': '2.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",97 min
371805,https://m.media-amazon.com/images/M/MV5BMTQyMjY5MzE3NF5BMl5BanBnXkFtZTcwNDY0NjQwOQ@@._V1_SX300.jpg,https://www.imdb.com/title/tt2554722/,It's About to Rain,"Lorenzo Baglioni, Mohamed Hanifi, Giulia Rupi, Amir Ati",N/A,Haider Rashid,09 May 2013,Drama,1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",91 min
371806,N/A,https://www.imdb.com/title/tt2554746/,La manada,"Sergi Manel Alonso, José Luis Estudillo, Juan Frendsa, Txema Lorente",N/A,Iván López,N/A,"Comedy, Drama",N/A,[],N/A
371807,N/A,https://www.imdb.com/title/tt2554758/,Sushi and Sauce Piquante,N/A,N/A,Pat Mire,28 Feb 2014,"Documentary, Biography, Music",N/A,[],84 min
371808,https://m.media-amazon.com/images/M/MV5BMjIyNjE2MDM0Nl5BMl5BanBnXkFtZTgwNTYxNDcxMzE@._V1_SX300.jpg,https://www.imdb.com/title/tt2554760/,The Call,"Keith Weber, Amber Washington, Jewel Greenberg, Will Williams",N/A,Jason Ferrell,N/A,Drama,N/A,[],90 min
371809,https://m.media-amazon.com/images/M/MV5BMTY0MTgwMTAzOF5BMl5BanBnXkFtZTgwMjAzNzMwODE@._V1_SX300.jpg,https://www.imdb.com/title/tt2554786/,Sink Hole,"Gina Holden, Brooke Mackenzie, Dominika Juillet, Jeremy London",N/A,Scott Wheeler,01 Apr 2013,Sci-Fi,N/A,"[{'Source': 'Internet Movie Database', 'Value': '2.9/10'}]",90 min
371810,https://m.media-amazon.com/images/M/MV5BODI3Njk0ODkzOF5BMl5BanBnXkFtZTgwNTQ2NzA2MDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2554810/,Little Ghost Grabbers,"Ciara O'Hanlon, Christopher Fazio, Mikayla Ottonello, Dalton Mugridge",N/A,Mark McNabb,08 Jan 2013,Family,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.6/10'}]",82 min
371811,https://m.media-amazon.com/images/M/MV5BODQ3Nzk1OTM1MV5BMl5BanBnXkFtZTcwODcxNDg4OA@@._V1_SX300.jpg,https://www.imdb.com/title/tt2554842/,Girl in Woods,"Charisma Carpenter, Juliet Reeves London, Jeremy London, Lee Perkins",N/A,Jeremy Benson,03 Jun 2016,"Drama, Horror, Thriller",N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}]",87 min
371812,N/A,https://www.imdb.com/title/tt2554962/,Dengon daiyaru,"Hiroyuki Sakuma, Makoto Sugimoto, Masumi Hirose",N/A,Kosuke Fujiwara,16 Jun 1990,N/A,N/A,[],62 min
371813,N/A,https://www.imdb.com/title/tt2554990/,Iroji-kakenama jikomi,"Ryûji Yamamoto, Makoto Sugimoto, Yoshimi Shirato",N/A,Kosuke Fujiwara,15 Sep 1990,N/A,N/A,[],62 min
371814,N/A,https://www.imdb.com/title/tt2555022/,Man's Best Friend,N/A,N/A,Michael Bird,N/A,"Documentary, News",N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",67 min
371815,N/A,https://www.imdb.com/title/tt2555034/,Mibôjin inran onanii,"Shinobu Kawana, Ryûji Yamamoto, Yutaka Ikejima",N/A,Minoru Inao,06 Oct 1990,N/A,N/A,[],55 min
371816,https://m.media-amazon.com/images/M/MV5BMTczOTI2ODQ0NV5BMl5BanBnXkFtZTgwOTgzNzM2NDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2555044/,No Evidence of Disease,"John Boggess, Joanie Mayer Hope, Nimesh Nagarsheth, William Robinson",Candy Factory Distribution,Andrea Kalin,04 Feb 2015,"Documentary, Music",3 wins.,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",90 min
371817,N/A,https://www.imdb.com/title/tt2555068/,It's All About Me,N/A,N/A,Antoine Gaber,N/A,"Documentary, Family, History",N/A,[],99 min
371818,N/A,https://www.imdb.com/title/tt2555082/,Niou seihanzai,"Hajime Ishigami, Daikei Shimizu, Yoshimi Shirato",N/A,Sakae Nitta,16 Oct 1990,N/A,N/A,[],60 min
371819,N/A,https://www.imdb.com/title/tt2555092/,Sex Dream Nijuuyo-jikan,"Chiemi Akimoto, Masato Kudô, Kôji Makimura",N/A,Takashi Nishikawa,10 Nov 1990,N/A,N/A,[],60 min
371820,N/A,https://www.imdb.com/title/tt2555104/,Monotarinai,"Makoto Sugimoto, Kyôko Hashimoto, Yoshimi Shirato",N/A,Kosuke Fujiwara,13 Nov 1990,N/A,N/A,[],60 min
371821,https://m.media-amazon.com/images/M/MV5BMjE2NjI0OTEzMV5BMl5BanBnXkFtZTgwMzYwNDg2MTE@._V1_SX300.jpg,https://www.imdb.com/title/tt2555126/,"To Chris Marker, an Unsent Letter","Margaret Collins, Marina Goldovskaya, Timothy Greenberg, Dirk Kuhlmann",N/A,Emiko Omori,01 Oct 2012,"Documentary, Biography",N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}]",78 min
371822,N/A,https://www.imdb.com/title/tt2555144/,Tôsatsu maruhi bôkô genba,"Juri Asahina, Jun'ichi Nozawa, Mami Ogawa, Mami Ichinose",N/A,Rumi Tama,30 Nov 1990,N/A,N/A,[],62 min
371823,https://m.media-amazon.com/images/M/MV5BMjYzMDQ5NjAxOV5BMl5BanBnXkFtZTgwMjk2ODM0ODE@._V1_SX300.jpg,https://www.imdb.com/title/tt2555166/,Born This Way,N/A,N/A,"Shaun Kadlec, Deb Tullmann",21 Jun 2013,"Documentary, Drama",N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",82 min
371824,https://m.media-amazon.com/images/M/MV5BMjI0MTE0OTQwOV5BMl5BanBnXkFtZTgwMTA3NjkzMDI@._V1_SX300.jpg,https://www.imdb.com/title/tt2555176/,A Self-Made Man,N/A,N/A,Lori Petchers,20 Jun 2013,"Documentary, Biography",1 win.,"[{'Source': 'Internet Movie Database', 'Value': '9.1/10'}]",57 min
371825,N/A,https://www.imdb.com/title/tt2555182/,Ironing Board Sam's Tenth,N/A,N/A,Tom Ciaburri,N/A,"Documentary, Adventure, Drama, Music",N/A,[],1 h
371826,https://m.media-amazon.com/images/M/MV5BOTA5ODk0MDM4M15BMl5BanBnXkFtZTcwMjg5MzI5OA@@._V1_SX300.jpg,https://www.imdb.com/title/tt2555202/,An Unreal Dream: The Michael Morton Story,"Nellie Gonzalez, John Raley","Blue Bandana Productions, La Sonrisa Productions, Glass House Productions","Al Reinert, John Dean(co-director), Nellie Gonzalez(co-director)",11 Mar 2013,"Documentary, Biography, Crime, History",1 win & 1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",90 min
371827,N/A,https://www.imdb.com/title/tt2555236/,Surprising Merrily,"Ted Barton, Gayla Goehl, Peter Husmann, Caryn Richman",N/A,Gayla Goehl,N/A,Drama,N/A,[],49 min
371828,N/A,https://www.imdb.com/title/tt2555246/,"This Is MY Country, Twin Fiddles and Accordion","Rick Orozco, Carlos Alvarez, Larry Beaird, Bellamy Brothers",N/A,"Aaron Lee Lopez, Brandon Keropian Olmos",08 Sep 2012,Documentary,N/A,[],N/A
371829,N/A,https://www.imdb.com/title/tt2555266/,Where God Likes to Be,N/A,N/A,"Anna Hudak, Nicolas Hudak",22 Feb 2014,"Documentary, Adventure, Biography",3 wins.,[],72 min
371830,https://m.media-amazon.com/images/M/MV5BMTc2MDg5MzUzNl5BMl5BanBnXkFtZTgwMTE4NTg3MDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2555268/,Maidentrip,"Dick Dekker, Kim Dekker, Laura Dekker, Barbara Mueller",CoPilot Pictures,Jillian Schlesinger,01 Mar 2013,"Documentary, Adventure, Biography",2 wins & 1 nomination.,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",82 min
371831,N/A,https://www.imdb.com/title/tt2555282/,True Somebody,N/A,N/A,Stephen Latty,N/A,"Documentary, Sport",N/A,[],99 min
371832,N/A,https://www.imdb.com/title/tt2555294/,Refuge: Caring for Survivors of Torture,N/A,N/A,Ben Achtenberg,N/A,"Documentary, History, News",N/A,[],58 min
371833,https://m.media-amazon.com/images/M/MV5BMTUxODU1NzgzMl5BMl5BanBnXkFtZTgwMDEwMzU2MDE@._V1_SX300.jpg,https://www.imdb.com/title/tt2555302/,Matt Shepard Is a Friend of Mine,"Michele Josue, Judy Shepard, Zeina Barkawi, Dennis Shepard",Run Rabbit Run Media,Michele Josue,06 Feb 2015,"Documentary, Biography, History",7 wins & 2 nominations.,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",89 min
371834,N/A,https://www.imdb.com/title/tt2555330/,The Source,"David Adjaye, Doug Aitken, Devendra Banhart, Beck",N/A,Doug Aitken,15 Sep 2012,Drama,N/A,[],N/A
